"ID","Address","DateOfSale","SalePrice","IsAStudio","Beds","Baths","Size","LotSize","BuiltInYear"
15159610,"3455 Keith St, San Francisco, CA","12/16/15","0.403","0.0","","1.0","1.125","1.925","1924.0"
15159823,"630 Precita Ave, San Francisco, CA","11/19/15","1.08","0.0","3.0","1.0","1.675","3.75","1905.0"
15159831,"684 Precita Ave, San Francisco, CA","12/7/15","1.71","0.0","4.0","3.0","2.459","2.495","1913.0"
15159837,"1650-1652 Florida St, San Francisco, CA","12/1/15","0.97","0.0","","2.0","2.312","3.125","1904.0"
15159894,"51 Mirabel Ave, San Francisco, CA","12/8/15","1.32","0.0","2.0","1.0","0.875","3.197","1900.0"
15159949,"256-258 Precita Ave, San Francisco, CA","11/30/15","0.85","0.0","","2.0","1.7","1.873","1910.0"
15160348,"249 Mullen Ave, San Francisco, CA","12/18/15","1.02","0.0","2.0","2.0","1.275","1.746","1907.0"
15160369,"123 Peralta Ave, San Francisco, CA","11/23/15","1.22","0.0","2.0","1.0","0.8","1.75","1908.0"
15160509,"233 Franconia St, San Francisco, CA","12/15/15","1.59","0.0","3.0","","1.594","4.253","1964.0"
15161351,"157 Winfield St, San Francisco, CA","12/18/15","1.15","1.0","","","1.375","1.742","1907.0"
15161389,"199 Elsie St, San Francisco, CA","12/16/15","0.9","0.0","","1.0","1.01","1.393","1931.0"
15161653,"79 Bradford St, San Francisco, CA","12/2/15","0.875","0.0","2.0","2.0","0.9","1.751","1933.0"
15161660,"73 Carver St, San Francisco, CA","11/30/15","1.52","0.0","3.0","2.0","1.325","1.75","1951.0"
15161805,"183 Bocana St, San Francisco, CA","11/17/15","1.1","0.0","","1.0","1.275","2.5","1922.0"
15161979,"3660 Folsom St, San Francisco, CA","12/1/15","1.95","0.0","3.0","3.0","0.65","1.75","1902.0"
15162350,"204 Anderson St, San Francisco, CA","12/2/15","1.43","0.0","2.0","2.0","1.14","1.746","1928.0"
15162353,"222 Anderson St, San Francisco, CA","11/24/15","1.3","0.0","2.0","1.0","1.28","1.742","1906.0"
15162638,"116 Eugenia Ave, San Francisco, CA","11/24/15","0.975","0.0","2.0","1.0","1.075","1.751","1900.0"
15162879,"270 Nevada St, San Francisco, CA","12/30/15","2.08","0.0","3.0","4.0","2.371","1.742","1900.0"
15163177,"450 Prentiss St, San Francisco, CA","12/10/15","0.999","0.0","2.0","1.0","1.07","1.751","1926.0"
15163205,"3942 Folsom St, San Francisco, CA","12/2/15","1.8","0.0","3.0","2.5","0.86","1.742","1908.0"
15163213,"3990 Folsom St, San Francisco, CA","11/25/15","1.55","0.0","3.0","2.0","1.2","1.751","1968.0"
15163518,"201 Holly Park Cir, San Francisco, CA","12/28/15","0.255","0.0","3.0","2.0","2.25","1.712","1910.0"
15163654,"281 Richland Ave, San Francisco, CA","11/24/15","1.0","0.0","3.0","2.0","1.3","1.937","1900.0"
15163807,"554 Anderson St, San Francisco, CA","1/22/16","0.92","0.0","2.0","1.0","1.015","1.751","1910.0"
15163943,"580 Prentiss St, San Francisco, CA","12/3/15","0.95","0.0","2.0","1.0","0.918","1.75","1951.0"
15163952,"412 Nevada St, San Francisco, CA","12/8/15","0.725","0.0","2.0","1.0","1.15","1.75","1916.0"
15164106,"4142 Folsom St, San Francisco, CA","11/12/15","1.32","0.0","2.0","2.0","1.156","1.75","1996.0"
15164191,"650 Anderson St, San Francisco, CA","11/17/15","1.05","0.0","","1.0","1.0","1.751","1927.0"
15164199,"501 Crescent Ave, San Francisco, CA","12/31/15","0.87","1.0","","","0.96","1.751","1905.0"
15164877,"4021 Mission St, San Francisco, CA","12/11/15","1.05","0.0","2.0","1.0","1.239","2.495","1941.0"
15165309,"676 Sweeny St, San Francisco, CA","12/18/15","0.72","0.0","2.0","1.0","0.85","2.439","1942.0"
15165568,"47 Colby St, San Francisco, CA","12/3/15","1.04","0.0","2.0","1.0","1.655","2.622","1937.0"
15165652,"374 Hale St, San Francisco, CA","12/22/15","0.467","0.0","2.0","1.0","1.044","2.173","1927.0"
15165922,"95 Stoneyford Ave, San Francisco, CA","1/25/16","0.91","0.0","3.0","2.0","1.4","2.208","1942.0"
15165953,"14 Stoneyford Ave, San Francisco, CA","1/5/16","0.65","0.0","3.0","1.0","1.158","2.291","1942.0"
15166004,"26 Stoneybrook Ave, San Francisco, CA","12/31/15","0.7","0.0","2.0","1.0","0.862","2.151","1942.0"
15166222,"387-389 Silver Ave, San Francisco, CA","12/29/15","0.3175","0.0","","2.0","2.75","2.491","1910.0"
15166257,"52 Maynard St, San Francisco, CA","12/4/15","0.9005","0.0","4.0","3.0","2.064","2.949","1979.0"
15166601,"412 Pioche St, San Francisco, CA","12/7/15","0.71","0.0","1.0","1.0","0.89","1.097","1942.0"
15167071,"131 Brussels St, San Francisco, CA","12/18/15","1.25","0.0","4.0","3.0","2.269","2.761","1916.0"
15167131,"155 Somerset St, San Francisco, CA","11/20/15","0.975","0.0","2.0","1.0","1.55","3.0","1937.0"
15167958,"134 Naples St, San Francisco, CA","12/8/15","0.6475","0.0","2.0","1.0","1.125","2.495","1925.0"
15168004,"130 Vienna St, San Francisco, CA","12/21/15","0.95","0.0","4.0","3.0","1.853","2.5","1907.0"
15168015,"180 Vienna St, San Francisco, CA","12/7/15","0.191","0.0","","1.0","0.432","2.495","1904.0"
15168186,"888 Peru Ave, San Francisco, CA","12/8/15","0.975","0.0","4.0","3.0","1.59","2.375","1931.0"
15168244,"332 Gambier St, San Francisco, CA","12/7/15","0.95","0.0","3.0","1.0","1.435","2.996","1910.0"
15168424,"238 Princeton St, San Francisco, CA","11/12/15","0.97","0.0","","2.0","2.028","2.975","1958.0"
15169434,"184 London St, San Francisco, CA","12/9/15","0.52","0.0","3.0","1.0","0.75","2.495","1910.0"
15170366,"558 Brussels St, San Francisco, CA","12/18/15","1.0","0.0","","2.0","1.5","","1971.0"
15170571,"182 Prague St, San Francisco, CA","11/20/15","0.855","0.0","2.0","1.0","1.125","1.742","1930.0"
15170822,"445 Persia Ave, San Francisco, CA","12/30/15","0.95","0.0","4.0","2.0","1.435","2.613","1955.0"
15171058,"437 London St, San Francisco, CA","12/17/15","0.76","0.0","2.0","1.0","0.9","2.495","1925.0"
15171998,"1150 Bowdoin St, San Francisco, CA","11/16/15","0.77","0.0","3.0","1.0","0.924","2.996","1951.0"
15172663,"50 Ankeny St, San Francisco, CA","12/7/15","0.98","0.0","3.0","3.0","2.264","2.614","1976.0"
15172689,"1015 Goettingen St, San Francisco, CA","12/29/15","0.88","0.0","3.0","2.0","1.5","1.751","1954.0"
15172839,"1132 Goettingen St, San Francisco, CA","12/15/15","0.85","0.0","4.0","2.5","1.586","1.742","1947.0"
15173186,"3524-3526 San Bruno Ave, San Francisco, CA","11/17/15","0.934","0.0","5.0","2.0","2.25","1.668","1908.0"
15173285,"31 Alpha St, San Francisco, CA","12/16/15","0.05","0.0","4.0","3.0","2.325","2.5","1900.0"
15173423,"187 Tucker Ave, San Francisco, CA","12/23/15","0.639","0.0","3.0","1.0","1.06","2.5","1949.0"
15173647,"547 Campbell Ave, San Francisco, CA","12/8/15","0.6","0.0","3.0","1.0","1.03","2.495","1944.0"
15173656,"227 Delta St, San Francisco, CA","12/18/15","0.642","0.0","3.0","1.0","0.825","1.498","1958.0"
15173965,"200 Raymond Ave, San Francisco, CA","11/13/15","0.81","0.0","4.0","3.0","1.953","2.495","1925.0"
15174292,"51 Peabody St, San Francisco, CA","12/22/15","0.588","0.0","","2.0","1.525","2.639","1940.0"
15174728,"660 Naples St, San Francisco, CA","12/18/15","0.2425","0.0","","1.0","0.8","2.5","1912.0"
15174828,"666 Athens St, San Francisco, CA","11/13/15","0.678","0.0","","1.0","1.25","2.495","1950.0"
15175282,"128-130 Cora St, San Francisco, CA","11/10/15","0.023","0.0","2.0","2.0","0.832","3.646","1917.0"
15176077,"797 Athens St, San Francisco, CA","11/18/15","0.57","0.0","2.0","1.0","0.925","2.613","1908.0"
15176538,"701 Paris St, San Francisco, CA","12/10/15","1.1","0.0","4.0","2.0","1.99","2.5","1928.0"
15176924,"638 Sawyer St, San Francisco, CA","1/20/16","0.6","0.0","3.0","2.0","1.32","2.613","1947.0"
15177121,"924 Naples St, San Francisco, CA","12/4/15","0.795","0.0","3.0","1.0","1.5","2.509","1919.0"
15177425,"749 Prague St, San Francisco, CA","11/10/15","0.83","0.0","","1.0","1.25","3.127","1925.0"
15177658,"1012 Saddleback Dr, San Francisco, CA","12/23/15","0.5411","0.0","3.0","2.0","0.963","","1989.0"
15178123,"1143 Naples St, San Francisco, CA","12/16/15","0.95","0.0","5.0","3.0","3.034","3.049","1920.0"
15178142,"136 Seville St, San Francisco, CA","12/2/15","0.89","0.0","3.0","2.0","1.257","2.421","1921.0"
15178217,"137 Seville St, San Francisco, CA","12/15/15","0.6","0.0","4.0","1.0","1.288","2.657","1926.0"
15178486,"34 Pope St, San Francisco, CA","11/30/15","0.92","0.0","4.0","3.0","2.083","3.0","1991.0"
15178871,"4 Brumiss Ter, Daly City, CA","11/17/15","0.738","0.0","","1.0","1.446","2.108","1927.0"
15179059,"681 Morse St, San Francisco, CA","12/30/15","0.0955","0.0","3.0","1.0","1.15","2.825","1906.0"
15179263,"48 Brunswick St, San Francisco, CA","1/14/16","0.92","0.0","2.0","1.0","1.12","1.8","1917.0"
15179361,"1142 Prague St, San Francisco, CA","11/25/15","0.981","1.0","","2.0","1.77","3.349","1946.0"
15179502,"250 Concord St, San Francisco, CA","12/4/15","0.815","0.0","4.0","3.0","1.574","1.947","1959.0"
15179745,"305 Guttenberg St, San Francisco, CA","11/20/15","0.828","0.0","4.0","2.5","1.655","1.96","1964.0"
15179953,"4475 24th St APT 2, San Francisco, CA","12/8/15","0.8395","0.0","2.0","1.0","0.837","","1976.0"
15180236,"168 Jersey St, San Francisco, CA","11/10/15","5.7","0.0","4.0","4.5","1.14","2.848","1900.0"
15180636,"1069 Capp St, San Francisco, CA","11/25/15","1.68","1.0","","","3.14","3.737","1900.0"
15180778,"3709 25th St, San Francisco, CA","11/10/15","1.38","0.0","2.0","1.0","1.16","0.75","1925.0"
15180783,"430 Fair Oaks St, San Francisco, CA","12/10/15","2.29","0.0","4.0","3.0","2.678","","1911.0"
15180812,"1257 Dolores St # A, San Francisco, CA","11/16/15","0.86","0.0","1.0","1.0","0.95","","1910.0"
15180820,"1188-1192 Dolores St, San Francisco, CA","12/14/15","1.05","0.0","3.0","2.0","4.65","2.848","1909.0"
15181090,"720-722 Clipper St, San Francisco, CA","12/14/15","1.5","0.0","5.0","4.0","3.202","2.581","1976.0"
15181104,"4647 25th St, San Francisco, CA","12/22/15","1.45","0.0","3.0","2.5","2.041","","1978.0"
15181209,"1001 Diamond St # 1001A, San Francisco, CA","11/24/15","3.1","0.0","3.0","2.0","2.032","1.913","1892.0"
15181250,"4069 25th St, San Francisco, CA","12/1/15","4.1","0.0","5.0","1.5","1.837","2.848","1905.0"
15181449,"267 Clipper St, San Francisco, CA","11/30/15","1.73","0.0","3.0","1.0","1.31","2.613","1900.0"
15182002,"1454-1456 Church St, San Francisco, CA","12/23/15","1.51","0.0","","1.0","1.416","1.916","1923.0"
15182023,"1381 Sanchez St, San Francisco, CA","12/23/15","2.6","0.0","4.0","3.0","2.0","1.999","1900.0"
15182288,"74 Newburg St, San Francisco, CA","12/23/15","2.25","0.0","4.0","2.0","1.625","1.598","1941.0"
15182315,"567 27th St # 3, San Francisco, CA","12/23/15","1.4","0.0","3.0","2.0","1.6","","1989.0"
15182629,"164-166 28TH St, San Francisco, CA","12/30/15","0.675","0.0","","3.0","1.775","2.85","1905.0"
15182773,"562 28th St, San Francisco, CA","11/18/15","4.35","0.0","4.0","4.0","3.766","2.848","1909.0"
15182794,"647 Duncan St, San Francisco, CA","11/13/15","0.873529","0.0","2.0","2.0","1.4","2.85","1938.0"
15183460,"68 30TH St, San Francisco, CA","12/11/15","1.06","0.0","","3.0","2.8","3.049","1908.0"
15183723,"1793 Sanchez St, San Francisco, CA","11/10/15","2.26","0.0","4.0","4.0","2.11","3.123","1900.0"
15183874,"126-128 Randall St, San Francisco, CA","12/15/15","1.1","0.0","5.0","4.0","2.43","2.5","1986.0"
15183908,"1759-1761 Dolores St, San Francisco, CA","11/12/15","1.65","1.0","","","1.82","1.306","1910.0"
15183957,"112 Chenery St, San Francisco, CA","11/13/15","1.68","0.0","3.0","2.0","1.235","1.742","1927.0"
15184501,"1231 Bosworth St, San Francisco, CA","12/23/15","0.899","0.0","1.0","1.0","0.6","2.661","1910.0"
15184555,"382 Surrey St, San Francisco, CA","12/24/15","1.9","0.0","3.0","2.5","1.625","2.953","1966.0"
15184575,"2576 Diamond St, San Francisco, CA","12/16/15","1.26","0.0","2.0","2.0","0.878","2.5","1906.0"
15184648,"2563 Diamond St, San Francisco, CA","11/30/15","1.9","0.0","3.0","2.0","1.885","2.5","1950.0"
15184744,"2 College Ter, San Francisco, CA","12/4/15","1.13","0.0","2.0","2.0","1.606","1.716","1915.0"
15185002,"3001 Castro St, San Francisco, CA","12/21/15","1.7","0.0","4.0","3.0","2.755","2.657","1927.0"
15185003,"283 Bemis St, San Francisco, CA","12/10/15","2.15","0.0","4.0","3.0","2.02","2.5","1938.0"
15185004,"277 Bemis St, San Francisco, CA","11/20/15","1.15","0.0","2.0","1.0","0.95","2.495","1956.0"
15185372,"2711 Diamond St, San Francisco, CA","12/14/15","0.142","0.0","","1.0","1.022","2.012","1900.0"
15185668,"130 Chilton Ave, San Francisco, CA","11/23/15","1.06","0.0","2.0","1.0","0.728","2.5","1925.0"
15185909,"55 Mangels Ave, San Francisco, CA","12/1/15","1.45","0.0","3.0","2.0","1.48","2.613","1957.0"
15186111,"106 Circular Ave, San Francisco, CA","12/4/15","0.728","0.0","2.0","1.0","1.064","2.178","1941.0"
15186139,"163 Monterey Blvd, San Francisco, CA","12/16/15","1.28","0.0","3.0","2.0","1.476","2.809","1939.0"
15186444,"80 Danton St, San Francisco, CA","11/23/15","1.61","0.0","3.0","3.0","2.0","2.5","1906.0"
15186758,"70 Cotter St, San Francisco, CA","11/25/15","0.85","0.0","3.0","1.0","1.29","2.613","1909.0"
15186904,"1257 Alemany Blvd, San Francisco, CA","11/24/15","1.06","0.0","4.0","3.0","2.133","2.247","1929.0"
15186967,"344 Moncada Way, San Francisco, CA","12/16/15","1.42","0.0","2.0","1.0","1.778","5.51","1925.0"
15187023,"501 Junipero Serra Blvd, San Francisco, CA","11/23/15","1.7","0.0","4.0","2.0","2.327","9.147","1924.0"
15187172,"255 Corona St, San Francisco, CA","11/12/15","2.1","0.0","3.0","3.0","3.027","8.276","1922.0"
15187751,"1146 Capitol Ave, San Francisco, CA","12/16/15","1.01","0.0","4.0","4.0","1.717","2.809","1922.0"
15188028,"229 Lee Ave, San Francisco, CA","12/7/15","0.2275","0.0","","2.0","2.298","4.316","1905.0"
15188066,"44 Holloway Ave, San Francisco, CA","11/18/15","0.6385","0.0","2.0","1.0","0.878","2.5","1901.0"
15188349,"1988 Alemany Blvd, San Francisco, CA","12/30/15","0.86","0.0","3.0","1.0","1.466","1.646","1939.0"
15188382,"1145 Cayuga Ave, San Francisco, CA","12/30/15","1.05","0.0","3.0","1.0","1.59","2.178","1941.0"
15188390,"1119 Cayuga Ave, San Francisco, CA","12/4/15","0.925","0.0","","1.0","1.188","2.448","1939.0"
15188851,"154 Tara St, San Francisco, CA","11/25/15","0.8","0.0","4.0","3.0","1.1","2.6","1940.0"
15188921,"158 Howth St, San Francisco, CA","12/14/15","0.85","0.0","4.0","3.0","0.995","2.613","1925.0"
15189028,"111 Harold Ave, San Francisco, CA","1/11/16","0.72","0.0","2.0","1.0","1.087","1.742","1947.0"
15189406,"178 Jules Ave, San Francisco, CA","12/24/15","0.8215","0.0","3.0","1.0","1.35","2.809","1946.0"
15190222,"414 Shields St, San Francisco, CA","11/25/15","0.835","0.0","2.0","1.0","0.781","2.495","1946.0"
15190654,"549 Grafton Ave, San Francisco, CA","11/24/15","0.78","0.0","2.0","1.0","1.092","2.475","1915.0"
15190928,"284 Howth St, San Francisco, CA","11/10/15","0.718","0.0","2.0","1.0","1.28","2.247","1930.0"
15191017,"229 Tara St, San Francisco, CA","11/13/15","0.89","0.0","3.0","1.0","2.05","2.639","1931.0"
15191082,"378 Mount Vernon Ave, San Francisco, CA","12/4/15","0.901","0.0","2.0","1.0","1.21","2.199","1939.0"
15191102,"267 Niagara Ave, San Francisco, CA","12/16/15","0.8815","0.0","2.0","1.0","1.25","2.178","1931.0"
15191204,"56 Restani Way, San Francisco, CA","12/18/15","0.81","0.0","","2.0","1.54","2.356","1954.0"
15191699,"55 Mount Vernon Ave, San Francisco, CA","12/7/15","0.75","0.0","","1.0","0.93","1.912","1925.0"
15191721,"166 Del Monte St, San Francisco, CA","1/22/16","0.775","0.0","2.0","1.0","0.977","3.049","1926.0"
15192245,"268 Thrift St, San Francisco, CA","11/25/15","0.75","0.0","2.0","1.0","1.0","3.049","1953.0"
15192331,"265 Thrift St, San Francisco, CA","12/11/15","0.7","0.0","","2.0","2.529","4.499","1909.0"
15192431,"188 Montana St, San Francisco, CA","12/1/15","0.58","0.0","2.0","1.0","1.173","2.613","1907.0"
15192647,"2670 San Jose Ave, San Francisco, CA","12/23/15","0.756","0.0","3.0","1.0","1.001","2.613","1949.0"
15192957,"601 Capitol Ave, San Francisco, CA","1/11/16","0.8","0.0","4.0","2.0","2.008","3.428","1977.0"
15193738,"400 Head St, San Francisco, CA","11/16/15","0.7","0.0","2.0","1.0","1.162","1.742","1946.0"
15193805,"270 Bright St, San Francisco, CA","1/8/16","0.75","0.0","2.0","1.0","1.01","2.5","1928.0"
15193859,"265 Minerva St, San Francisco, CA","11/12/15","0.659","0.0","2.0","1.5","0.967","3.123","1940.0"
15194192,"169 Whipple Ave, San Francisco, CA","11/27/15","0.8","0.0","3.0","1.0","1.2","2.495","1928.0"
15194725,"38 Sadowa St, San Francisco, CA","11/20/15","0.72","0.0","3.0","2.5","1.36","2.25","1910.0"
15194972,"174 Victoria St, San Francisco, CA","12/9/15","0.72","0.0","3.0","1.0","0.984","2.495","1940.0"
15195039,"154 Arch St, San Francisco, CA","12/24/15","0.906667","0.0","5.0","3.0","1.9","2.613","1940.0"
15195183,"3916 Alemany Blvd, San Francisco, CA","12/30/15","0.4","0.0","3.0","2.0","1.3","2.553","1941.0"
15195221,"124 Saint Charles Ave, San Francisco, CA","12/30/15","0.75","0.0","3.0","2.0","1.305","3.497","1938.0"
15195552,"954 Huron Ave, San Francisco, CA","12/16/15","0.635","0.0","1.0","1.0","0.805","2.674","1908.0"
15195675,"115 Sickles Ave, San Francisco, CA","11/20/15","0.765","0.0","3.0","1.0","1.75","1.999","1913.0"
15195679,"1088 Huron Ave # 1, San Francisco, CA","12/11/15","0.486","0.0","1.0","1.0","0.596","","1999.0"
15195765,"293 Sagamore St, San Francisco, CA","12/3/15","0.375","0.0","","3.0","1.644","2.631","1969.0"
15195766,"297 Sagamore St, San Francisco, CA","12/4/15","0.375","","","","","",""
15195952,"3089 San Jose Ave, San Francisco, CA","12/23/15","0.625","0.0","","1.0","1.05","1.999","1938.0"
15196060,"160 Goethe St, San Francisco, CA","11/25/15","0.7","0.0","","1.0","1.46","2.495","1918.0"
15196201,"130 Shakespeare St, San Francisco, CA","12/23/15","1.0","0.0","7.0","14.0","1.308","2.5","2015.0"
15196282,"33 Santa Cruz Ave # 3, San Francisco, CA","12/10/15","0.83","0.0","3.0","3.0","1.738","2.299","1976.0"
15196397,"2955 21st Ave, San Francisco, CA","11/16/15","1.45","0.0","3.0","3.0","2.225","3.92","1932.0"
15196408,"2970 22nd Ave, San Francisco, CA","11/25/15","1.9","0.0","5.0","4.0","2.975","4.356","1935.0"
15196651,"3045 22nd Ave, San Francisco, CA","12/31/15","1.17","0.0","2.0","1.0","1.505","3.349","1951.0"
15196864,"20 Rossmoor Dr, San Francisco, CA","12/4/15","1.45","0.0","3.0","2.5","2.076","3.311","1939.0"
15197241,"312 Stratford Dr, San Francisco, CA","12/4/15","1.05","0.0","","1.0","1.287","4.342","1941.0"
15197693,"87 Clearfield Dr, San Francisco, CA","12/22/15","1.36","0.0","3.0","2.0","1.386","3.184","1951.0"
15197823,"195 Clearfield Dr, San Francisco, CA","12/1/15","0.675","0.0","3.0","2.5","1.89","3.135","1957.0"
15197844,"114 Clearfield Dr, San Francisco, CA","12/31/15","1.35","0.0","3.0","2.0","1.79","3.136","1951.0"
15197869,"151 Everglade Dr, San Francisco, CA","12/29/15","1.4","0.0","3.0","3.0","1.858","3.136","1950.0"
15198105,"266 Country Club Dr, San Francisco, CA","11/10/15","1.21","0.0","3.0","3.5","1.466","3.262","1952.0"
15198208,"447 Country Club Dr, San Francisco, CA","12/28/15","0.928","0.0","3.0","1.75","1.05","3.137","1954.0"
15198845,"77 Amber Dr, San Francisco, CA","12/24/15","0.015","0.0","3.0","3.5","1.682","3.567","1965.0"
15198984,"5 Red Rock Way # 75, San Francisco, CA","12/18/15","0.9","0.0","3.0","2.0","1.31","","1964.0"
15199198,"215 Red Rock Way APT 306J, San Francisco, CA","11/25/15","0.599","0.0","1.0","1.0","0.744","","1972.0"
15199248,"135 Red Rock Way APT 112L, San Francisco, CA","11/12/15","0.685","0.0","1.0","1.0","0.83","","1972.0"
15199271,"135 Red Rock Way APT 311L, San Francisco, CA","12/9/15","0.605","0.0","1.0","1.0","0.83","","1972.0"
15199286,"95 Red Rock Way APT 202M, San Francisco, CA","12/30/15","0.67","0.0","1.0","1.0","0.83","","1972.0"
15199299,"95 Red Rock Way APT 303M, San Francisco, CA","1/7/16","0.53","1.0","","1.0","0.592","","1972.0"
15199562,"404 Gold Mine Dr, San Francisco, CA","11/20/15","1.55","0.0","4.0","3.0","2.271","2.713","1967.0"
15199573,"448 Gold Mine Dr, San Francisco, CA","1/29/16","1.56","0.0","4.0","3.0","2.2","2.935","1968.0"
15199947,"179 Topaz Way, San Francisco, CA","11/23/15","2.38","0.0","4.0","4.5","3.692","2.821","1973.0"
15200088,"2212 Castro St, San Francisco, CA","12/15/15","3.6","0.0","4.0","4.0","4.017","2.622","2007.0"
15200247,"43 Everson St, San Francisco, CA","11/10/15","2.35","0.0","6.0","3.5","4.305","5.227","1965.0"
15200386,"232 Bemis St, San Francisco, CA","12/22/15","1.08","0.0","2.0","1.0","1.0","3.497","1904.0"
15200392,"288 Bemis St, San Francisco, CA","11/16/15","1.45","0.0","2.0","2.0","1.263","2.613","1908.0"
15200453,"5553 Diamond Heights Blvd, San Francisco, CA","11/18/15","1.22","0.0","3.0","2.5","1.89","2.622","1969.0"
15200513,"155 Arbor St, San Francisco, CA","12/15/15","1.08","0.0","3.0","1.0","1.55","2.4","1937.0"
19333808,"San Carlos St, Carmel, CA","11/25/15","0.995","0.0","2.0","1.0","0.847","4.0","1958.0"
21698704,"912 Corbett Ave # 2, San Francisco, CA","2/2/16","1.48","0.0","3.0","2.0","1.59","","1999.0"
35972021,"1101 Pacific Ave, San Francisco, CA","12/29/15","1.0","0.0","3.0","2.0","1.458","4.783","2000.0"
35972022,"1101 Pacific Ave APT 302, San Francisco, CA","12/29/15","1.0","0.0","2.0","2.0","1.009","","2000.0"
48188598,"2333 Jones St, San Francisco, CA","12/29/15","1.18","0.0","","","1.494","","1927.0"
52266124,"88 King St APT 317, San Francisco, CA","12/15/15","1.16","0.0","2.0","2.0","1.205","","2000.0"
52422775,"219 Brannan St UNIT 1B, San Francisco, CA","12/23/15","1.1","0.0","2.0","2.0","0.9","","2000.0"
52932794,"150 Grand View Ave, San Francisco, CA","12/14/15","0.0005","","","","","",""
53153325,"10 Carmel St, San Francisco, CA","11/24/15","2.38","0.0","4.0","5.5","1.96","","1915.0"
53153496,"246 2nd St APT 803, San Francisco, CA","11/12/15","1.23","0.0","2.0","2.0","1.097","","2000.0"
53153554,"301 Bryant St APT 504, San Francisco, CA","12/1/15","0.1","0.0","","2.0","1.239","","1998.0"
53153575,"88 King St APT 419, San Francisco, CA","11/16/15","1.25","0.0","2.0","2.0","1.115","","2000.0"
53734143,"2013 Buchanan St, San Francisco, CA","12/4/15","1.99","0.0","3.0","2.0","2.1","2.328","1999.0"
53734188,"2409 Scott St APT 2, San Francisco, CA","11/10/15","1.32","0.0","1.0","1.0","1.135","","1904.0"
53734200,"2864 Sacramento St, San Francisco, CA","12/10/15","1.51","0.0","3.0","2.0","1.768","","1900.0"
53734310,"313 2nd Ave APT 6, San Francisco, CA","11/19/15","0.775","0.0","2.0","1.0","0.896","3.049","1965.0"
54487721,"1800 Bryant St STE 202, San Francisco, CA","2/7/16","0.825","0.0","1.0","2.0","0.935","","2000.0"
54854296,"720 Stockton St APT 3, San Francisco, CA","11/25/15","1.25","0.0","2.0","2.0","0.886","","2001.0"
54854510,"164A Parker Ave, San Francisco, CA","11/30/15","1.16","0.0","2.0","1.0","1.152","","1917.0"
54854511,"164B Parker Ave, San Francisco, CA","12/3/15","1.21","0.0","2.0","1.0","1.192","","1917.0"
55004355,"530 Chestnut St APT 407, San Francisco, CA","12/10/15","1.18","0.0","2.0","2.0","1.208","","2001.0"
58532731,"239 Brannan St UNIT 8C, San Francisco, CA","11/18/15","1.7","0.0","2.0","2.0","1.321","","2002.0"
58883369,"445 Francisco St APT 304, San Francisco, CA","11/24/15","1.24","0.0","2.0","2.0","1.243","","2001.0"
59700133,"557 Birch St, San Francisco, CA","12/17/15","1.57","0.0","3.0","3.0","1.635","1.5","2001.0"
59700145,"560 Haight St APT 102, San Francisco, CA","12/3/15","1.18","0.0","2.0","2.0","1.034","","2001.0"
59700177,"3583 Sacramento St, San Francisco, CA","12/22/15","0.353","0.0","3.0","2.0","1.42","","1907.0"
59700180,"3316 California St APT 3, San Francisco, CA","12/11/15","1.86","0.0","4.0","3.0","1.779","","2000.0"
59700193,"588 Arguello Blvd, San Francisco, CA","12/10/15","1.21","0.0","2.0","1.0","1.154","","1940.0"
59700239,"1588 Waller St, San Francisco, CA","12/18/15","0.888","0.0","2.0","1.0","1.07","","1908.0"
59700333,"1 Mono St # B, San Francisco, CA","12/11/15","1.08","0.0","2.0","1.5","1.142","","1968.0"
59718417,"1451 Sanchez St, San Francisco, CA","12/2/15","2.38","0.0","3.0","3.0","1.96","","2001.0"
59779139,"2020 Stockton St, San Francisco, CA","12/7/15","1.9","0.0","3.0","2.0","1.786","","1952.0"
59779295,"2341 Francisco St, San Francisco, CA","11/16/15","1.57","0.0","2.0","2.0","1.415","","1927.0"
59779481,"2515 Lake St, San Francisco, CA","12/11/15","1.56","0.0","3.0","3.0","2.5","","1936.0"
59779608,"1 Mono St # B, San Francisco, CA","12/11/15","1.08","0.0","","","1.142","","1968.0"
59779633,"1488 Harrison St APT 103, San Francisco, CA","11/20/15","0.9","0.0","1.0","2.0","1.102","","2001.0"
59779666,"425 14th St APT 4, San Francisco, CA","11/13/15","1.5","0.0","2.0","2.5","1.328","","2001.0"
59779827,"761 Tehama St APT 13, San Francisco, CA","12/3/15","0.75","0.0","1.0","1.5","0.871","","2001.0"
60825591,"77 Dow Pl APT 500, San Francisco, CA","1/5/16","0.968","0.0","1.0","1.5","1.092","","2002.0"
61288341,"710 Masonic Ave, San Francisco, CA","12/4/15","1.18","0.0","2.0","1.0","1.405","","1914.0"
61288364,"439 19th Ave, San Francisco, CA","11/25/15","1.0","0.0","3.0","2.0","1.544","","2001.0"
61288416,"1800 San Jose Ave, San Francisco, CA","12/1/15","0.3351","0.0","","1.0","0.695","","2003.0"
61288454,"77 Dow Pl APT 507, San Francisco, CA","11/10/15","0.95","0.0","1.0","2.0","1.075","","2002.0"
61288494,"400 Alemany Blvd APT 12, San Francisco, CA","2/11/16","0.65","0.0","2.0","1.5","1.048","","2003.0"
